Date,Open,High,Low,Close,Adj Close,Volume,Gics
2014-05-29,89.692856,90.98143,89.681427,90.76857,82.628647,94118500,3
2014-05-30,91.139999,92.024284,89.842857,90.428574,82.319153,141005200,3
2014-06-02,90.565712,90.690002,88.928574,89.807144,81.753456,92337700,3
2014-06-03,89.779999,91.248573,89.75,91.077141,82.909561,73177300,3
2014-06-04,91.062859,92.555717,90.872856,92.117142,83.856285,83870500,3
2014-06-05,92.314285,92.767143,91.80143,92.478569,84.185326,75951400,3
2014-06-06,92.842857,93.03714,92.067146,92.224289,83.953819,87484600,3
2014-06-09,92.699997,93.879997,91.75,93.699997,85.297188,75415000,3
2014-06-10,94.730003,95.050003,93.57,94.25,85.797882,62777000,3
2014-06-11,94.129997,94.760002,93.470001,93.860001,85.442848,45681000,3
2014-06-12,94.040001,94.120003,91.900002,92.290001,84.013641,54749000,3
2014-06-13,92.199997,92.440002,90.879997,91.279999,83.094223,54525000,3
2014-06-16,91.510002,92.75,91.449997,92.199997,83.931717,35561000,3
2014-06-17,92.309998,92.699997,91.800003,92.080002,83.822487,29726000,3
2014-06-18,92.269997,92.290001,91.349998,92.18,83.913513,33514000,3
2014-06-19,92.290001,92.300003,91.339996,91.860001,83.622215,35528000,3
2014-06-20,91.849998,92.550003,90.900002,90.910004,82.757423,100898000,3
2014-06-23,91.32,91.620003,90.599998,90.830002,82.684586,43694000,3
2014-06-24,90.75,91.739998,90.190002,90.279999,82.183914,39036000,3
2014-06-25,90.209999,90.699997,89.650002,90.360001,82.256729,36869000,3
2014-06-26,90.370003,91.050003,89.800003,90.900002,82.748299,32629000,3
2014-06-27,90.82,92.0,90.769997,91.980003,83.731461,64029000,3
2014-06-30,92.099998,93.730003,92.089996,92.93,84.59626,49482300,3
2014-07-01,93.519997,94.07,93.129997,93.519997,85.133339,38223000,3
2014-07-02,93.870003,94.059998,93.089996,93.480003,85.096939,28465000,3
2014-07-03,93.669998,94.099998,93.199997,94.029999,85.597595,22891800,3
2014-07-07,94.139999,95.989998,94.099998,95.970001,87.36364,56468000,3
2014-07-08,96.269997,96.800003,93.919998,95.349998,86.799232,65222000,3
2014-07-09,95.440002,95.949997,94.760002,95.389999,86.83564,36436000,3
2014-07-10,93.760002,95.550003,93.519997,95.040001,86.517044,39686000,3
2014-07-11,95.360001,95.889999,94.860001,95.220001,86.680893,34018000,3
2014-07-14,95.860001,96.889999,95.650002,96.449997,87.800583,42810000,3
2014-07-15,96.800003,96.849998,95.029999,95.32,86.771927,45477900,3
2014-07-16,96.970001,97.099998,94.739998,94.779999,86.280357,53396300,3
2014-07-17,95.029999,95.279999,92.57,93.089996,84.741905,57298000,3
2014-07-18,93.620003,94.739998,93.019997,94.43,85.961739,49988000,3
2014-07-21,94.989998,95.0,93.720001,93.940002,85.515701,39079000,3
2014-07-22,94.68,94.889999,94.120003,94.720001,86.225731,55197000,3
2014-07-23,95.419998,97.879997,95.169998,97.190002,88.474243,92918000,3
2014-07-24,97.040001,97.32,96.419998,97.029999,88.328583,45729000,3
2014-07-25,96.849998,97.839996,96.639999,97.669998,88.911179,43469000,3
2014-07-28,97.82,99.239998,97.550003,99.019997,90.140106,55318000,3
2014-07-29,99.330002,99.440002,98.25,98.379997,89.557503,43143000,3
2014-07-30,98.440002,98.699997,97.669998,98.150002,89.348145,33010000,3
2014-07-31,97.160004,97.449997,95.330002,95.599998,87.026825,56843000,3
2014-08-01,94.900002,96.620003,94.809998,96.129997,87.509277,48511000,3
2014-08-04,96.370003,96.580002,95.169998,95.589996,87.017715,39958000,3
2014-08-05,95.360001,95.68,94.360001,95.120003,86.589867,55933000,3
2014-08-06,94.75,95.480003,94.709999,94.959999,86.444214,38558000,3
2014-08-07,94.93,95.949997,94.099998,94.480003,86.435051,46711000,3
2014-08-08,94.260002,94.82,93.279999,94.739998,86.672913,41865000,3
2014-08-11,95.269997,96.080002,94.839996,95.989998,87.81649,36585000,3
2014-08-12,96.040001,96.879997,95.610001,95.970001,87.798195,33795000,3
2014-08-13,96.150002,97.239998,96.040001,97.239998,88.960045,31916000,3
2014-08-14,97.330002,97.57,96.800003,97.5,89.197899,28116000,3
2014-08-15,97.900002,98.190002,96.860001,97.980003,89.637047,48951000,3
2014-08-18,98.489998,99.370003,97.980003,99.160004,90.716583,47572000,3
2014-08-19,99.410004,100.68,99.32,100.529999,91.96991,69399000,3
2014-08-20,100.440002,101.089996,99.949997,100.57,92.006516,52699000,3
2014-08-21,100.57,100.940002,100.110001,100.580002,92.015656,33478000,3
