Date,Open,High,Low,Close,Adj Close,Volume,Gics
2018-12-21,156.860001,158.160004,149.630005,150.729996,148.498795,95744600,3
2018-12-24,148.149994,151.550003,146.589996,146.830002,144.65654,37169200,3
2018-12-26,148.300003,157.229996,146.720001,157.169998,154.843475,58582500,3
2018-12-27,155.839996,156.770004,150.070007,156.149994,153.838562,53117100,3
2018-12-28,157.5,158.520004,154.550003,156.229996,153.917389,42291400,3
2018-12-31,158.529999,159.360001,156.479996,157.740005,155.405045,35003500,3
2019-01-02,154.889999,158.850006,154.229996,157.919998,155.582367,37039700,3
2019-01-03,143.979996,145.720001,142.0,142.190002,140.08522,91312200,3
2019-01-04,144.529999,148.550003,143.800003,148.259995,146.065353,58607100,3
2019-01-07,148.699997,148.830002,145.899994,147.929993,145.740265,54777800,3
2019-01-08,149.559998,151.820007,148.520004,150.75,148.518509,41025300,3
2019-01-09,151.289993,154.529999,149.630005,153.309998,151.040604,45099100,3
2019-01-10,152.5,153.970001,150.860001,153.800003,151.523376,35780700,3
2019-01-11,152.880005,153.699997,151.509995,152.289993,150.035706,27023200,3
2019-01-14,150.850006,151.270004,149.220001,150.0,147.779602,32439200,3
2019-01-15,150.270004,153.389999,150.050003,153.070007,150.804169,28710900,3
2019-01-16,153.080002,155.880005,153.0,154.940002,152.646484,30569700,3
2019-01-17,154.199997,157.660004,153.259995,155.860001,153.552872,29821200,3
2019-01-18,157.5,157.880005,155.979996,156.820007,154.498657,33751000,3
2019-01-22,156.410004,156.729996,152.619995,153.300003,151.030777,30394000,3
2019-01-23,154.149994,155.139999,151.699997,153.919998,151.641586,23130600,3
2019-01-24,154.110001,154.479996,151.740005,152.699997,150.439636,25441500,3
2019-01-25,155.479996,158.130005,154.320007,157.759995,155.424744,33535500,3
2019-01-28,155.789993,156.330002,153.660004,156.300003,153.986359,26192100,3
2019-01-29,156.25,158.130005,154.110001,154.679993,152.39032,41587200,3
2019-01-30,163.25,166.149994,160.229996,165.25,162.803864,61109800,3
2019-01-31,166.110001,169.0,164.559998,166.440002,163.976242,40739600,3
2019-02-01,166.960007,168.979996,165.929993,166.520004,164.055069,32668100,3
2019-02-04,167.410004,171.660004,167.279999,171.25,168.715042,31495500,3
2019-02-05,172.860001,175.080002,172.350006,174.179993,171.601685,36101600,3
2019-02-06,174.649994,175.570007,172.850006,174.240005,171.660797,28239600,3
2019-02-07,172.399994,173.940002,170.339996,170.940002,168.409653,31741700,3
2019-02-08,168.990005,170.660004,168.419998,170.410004,168.607529,23820000,3
2019-02-11,171.050003,171.210007,169.25,169.429993,167.637878,20993400,3
2019-02-12,170.100006,171.0,169.699997,170.889999,169.082443,22283500,3
2019-02-13,171.389999,172.479996,169.919998,170.179993,168.379944,22490200,3
2019-02-14,169.710007,171.259995,169.380005,170.800003,168.993408,21835700,3
2019-02-15,171.25,171.699997,169.75,170.419998,168.617432,24626800,3
2019-02-19,169.710007,171.440002,169.490005,170.929993,169.122009,18972800,3
2019-02-20,171.190002,173.320007,170.990005,172.029999,170.210388,26114400,3
2019-02-21,171.800003,172.369995,170.300003,171.059998,169.250656,17249700,3
2019-02-22,171.580002,173.0,171.380005,172.970001,171.140442,18913200,3
2019-02-25,174.160004,175.869995,173.949997,174.229996,172.387115,21873400,3
2019-02-26,173.710007,175.300003,173.169998,174.330002,172.486053,17070200,3
2019-02-27,173.210007,175.0,172.729996,174.869995,173.02034,27835400,3
2019-02-28,174.320007,174.910004,172.919998,173.149994,171.318542,28215400,3
2019-03-01,174.279999,175.149994,172.889999,174.970001,173.119278,25886200,3
2019-03-04,175.690002,177.75,173.970001,175.850006,173.98999,27436200,3
2019-03-05,175.940002,176.0,174.539993,175.529999,173.67337,19737400,3
2019-03-06,174.669998,175.490005,173.940002,174.520004,172.674057,20810400,3
2019-03-07,173.869995,174.440002,172.020004,172.5,170.675415,24796400,3
2019-03-08,170.320007,173.070007,169.5,172.910004,171.081085,23999400,3
2019-03-11,175.490005,179.119995,175.350006,178.899994,177.007706,32011000,3
2019-03-12,180.0,182.669998,179.369995,180.910004,178.996475,32467600,3
2019-03-13,182.25,183.300003,180.919998,181.710007,179.787994,31032500,3
2019-03-14,183.899994,184.100006,182.559998,183.729996,181.786621,23579500,3
2019-03-15,184.850006,187.330002,183.740005,186.119995,184.151337,39042900,3
2019-03-18,185.800003,188.389999,185.789993,188.020004,186.031265,26219800,3
2019-03-19,188.350006,188.990005,185.919998,186.529999,184.557022,31646400,3
2019-03-20,186.229996,189.490005,184.729996,188.160004,186.169785,31035200,3
