Date,Open,High,Low,Close,Adj Close,Volume
2009-04-07,14.500000,14.750000,14.375000,14.425000,13.815638,878400
2009-04-08,14.485000,14.790000,14.405000,14.645000,14.026344,1025000
2009-04-09,15.090000,15.845000,14.850000,15.790000,15.122972,1586800
2009-04-13,15.725000,15.880000,15.225000,15.630000,14.969734,1650800
2009-04-14,15.365000,15.525000,14.770000,15.025000,14.390292,898600
2009-04-15,15.050000,15.385000,14.735000,15.290000,14.644100,616800
2009-04-16,15.500000,16.000000,15.265000,15.900000,15.228331,1319600
2009-04-17,16.150000,16.334999,15.785000,16.225000,15.539599,1500000
2009-04-20,15.885000,15.885000,14.805000,14.905000,14.275362,1367600
2009-04-21,14.800000,15.625000,14.715000,15.410000,14.759027,1715600
2009-04-22,16.275000,18.325001,15.835000,17.410000,16.674543,5601600
2009-04-23,17.420000,17.940001,17.125000,17.885000,17.129478,1826800
2009-04-24,17.834999,19.209999,17.715000,19.059999,18.254843,2476200
2009-04-27,18.770000,19.150000,18.330000,18.480000,17.699339,2036200
2009-04-28,18.195000,18.620001,17.980000,18.195000,17.426376,1239400
2009-04-29,18.430000,19.674999,18.400000,19.445000,18.623569,1544400
2009-04-30,19.655001,19.969999,18.955000,19.070000,18.264416,1160200
2009-05-01,18.924999,19.180000,18.610001,18.885000,18.087234,792600
2009-05-04,19.299999,19.754999,19.055000,19.754999,18.920473,846000
2009-05-05,19.615000,19.695000,19.000000,19.205000,18.393707,1013600
2009-05-06,19.365000,19.480000,18.905001,19.389999,18.570906,809000
2009-05-07,19.600000,19.625000,18.584999,18.775000,17.981880,917600
2009-05-08,18.975000,19.514999,18.725000,19.450001,18.628368,778200
2009-05-11,18.915001,18.930000,18.200001,18.385000,17.608355,945600
2009-05-12,18.575001,18.590000,17.410000,17.860001,17.105534,1438200
2009-05-13,17.565001,17.565001,17.120001,17.299999,16.578465,1616400
2009-05-14,17.440001,17.745001,17.184999,17.230000,16.511389,1281600
2009-05-15,17.184999,17.424999,16.809999,17.010000,16.300560,1387800
2009-05-18,17.145000,17.969999,17.094999,17.885000,17.139072,1147400
2009-05-19,17.885000,18.400000,17.520000,18.105000,17.349895,1699800
2009-05-20,18.230000,18.844999,17.915001,17.995001,17.244490,1129800
2009-05-21,17.785000,17.785000,17.125000,17.465000,16.736591,1099400
2009-05-22,17.670000,17.754999,17.040001,17.055000,16.343689,859600
2009-05-26,16.754999,17.719999,16.540001,17.620001,16.885130,1000400
2009-05-27,17.549999,17.924999,17.145000,17.275000,16.554512,1063000
2009-05-28,17.495001,17.620001,16.750000,17.500000,16.770132,918800
2009-05-29,17.520000,17.879999,17.305000,17.840000,17.095945,1110800
2009-06-01,18.230000,18.635000,17.905001,18.320000,17.555929,1263800
2009-06-02,18.240000,18.900000,18.170000,18.670000,17.891336,1015000
2009-06-03,18.355000,18.575001,17.780001,18.049999,17.297188,1022200
2009-06-04,18.125000,18.360001,17.920000,18.070000,17.316360,1054800
2009-06-05,18.020000,18.075001,16.940001,17.205000,16.487431,2711800
2009-06-08,17.004999,17.080000,16.190001,16.910000,16.204741,1929400
2009-06-09,16.955000,17.350000,16.785000,17.240000,16.520975,1010400
2009-06-10,17.650000,17.969999,17.290001,17.885000,17.139072,3138000
2009-06-11,17.985001,18.500000,17.945000,18.205000,17.445728,1836200
2009-06-12,18.145000,18.145000,17.665001,17.850000,17.105536,1444800
2009-06-15,17.459999,17.535000,16.799999,17.020000,16.310148,1086600
2009-06-16,17.230000,17.375000,16.705000,16.754999,16.056202,781000
2009-06-17,16.684999,17.139999,16.530001,16.830000,16.128077,915000
2009-06-18,16.820000,16.885000,16.450001,16.635000,15.941207,768200
2009-06-19,16.945000,16.950001,16.575001,16.719999,16.022655,1156000
2009-06-22,16.559999,16.559999,16.055000,16.330000,15.648924,2034800
2009-06-23,16.385000,16.850000,16.315001,16.510000,15.821423,1338800
2009-06-24,16.674999,17.205000,16.605000,16.920000,16.214317,794000
2009-06-25,16.920000,17.559999,16.674999,17.375000,16.650345,1201800
2009-06-26,17.305000,17.405001,16.450001,16.450001,15.763924,10096800
2009-06-29,16.719999,16.764999,16.250000,16.540001,15.850167,2104400
2009-06-30,16.504999,16.745001,15.935000,16.084999,15.414147,1618400
2009-07-01,16.270000,16.715000,16.254999,16.450001,15.763924,1397400
2009-07-02,16.125000,16.270000,15.870000,16.025000,15.356646,1229600
2009-07-06,15.825000,15.890000,15.450000,15.700000,15.045202,1164600
2009-07-07,15.660000,15.750000,15.070000,15.280000,14.642718,1350000
2009-07-08,15.395000,15.430000,14.925000,15.175000,14.542097,1781200
2009-07-09,15.325000,15.680000,15.290000,15.435000,14.791255,966600
