Date,Open,High,Low,Close,Adj Close,Volume
2009-04-07,60.349998,60.709999,59.049999,59.220001,49.195358,1189000
2009-04-08,60.200001,62.259998,59.000000,62.139999,51.621075,949800
2009-04-09,63.000000,64.250000,62.990002,63.790001,52.991764,802400
2009-04-13,63.029999,64.000000,62.630001,63.349998,52.626236,706900
2009-04-14,62.669998,63.610001,60.810001,61.939999,51.454922,730100
2009-04-15,61.060001,62.169998,59.779999,60.580002,50.325153,754200
2009-04-16,62.000000,64.419998,61.320000,63.900002,53.083138,774000
2009-04-17,63.900002,66.199997,63.520000,65.480003,54.395679,1089200
2009-04-20,63.910000,64.809998,60.770000,61.119999,50.773724,738500
2009-04-21,60.720001,62.910000,60.200001,62.450001,51.878586,897700
2009-04-22,62.000000,64.809998,61.160000,62.259998,51.720757,1258700
2009-04-23,62.320000,67.279999,61.400002,66.349998,55.118412,2302900
2009-04-24,67.650002,69.860001,66.739998,68.720001,57.087227,1625100
2009-04-27,68.349998,69.839996,66.660004,68.519997,56.921062,1122900
2009-04-28,66.730003,69.449997,66.629997,68.209999,56.663536,718900
2009-04-29,69.430000,71.660004,69.089996,70.389999,58.474522,1024500
2009-04-30,71.800003,72.559998,68.470001,70.230003,58.341599,1069400
2009-05-01,69.540001,71.800003,69.050003,71.360001,59.280323,763200
2009-05-04,71.980003,75.620003,71.889999,75.379997,62.619827,1029500
2009-05-05,75.309998,76.150002,72.680000,74.150002,61.598034,1008100
2009-05-06,72.720001,73.309998,69.629997,70.050003,58.192089,1914700
2009-05-07,70.250000,70.790001,65.550003,66.169998,54.968864,1857900
2009-05-08,67.879997,68.610001,65.760002,68.580002,56.970924,918700
2009-05-11,66.930000,68.309998,66.190002,67.599998,56.156818,728300
2009-05-12,67.599998,68.489998,65.300003,66.339996,55.110096,874200
2009-05-13,65.250000,66.349998,64.720001,64.800003,53.830799,654000
2009-05-14,65.050003,66.110001,63.919998,65.639999,54.528603,902700
2009-05-15,64.949997,66.000000,63.689999,64.029999,53.191124,887000
2009-05-18,65.250000,68.430000,64.430000,68.360001,56.788162,1096100
2009-05-19,67.610001,69.489998,67.309998,69.000000,57.319832,909800
2009-05-20,68.860001,72.500000,68.860001,70.080002,58.217007,1353000
2009-05-21,69.529999,69.529999,67.269997,68.190002,56.646938,667600
2009-05-22,71.739998,72.010002,69.730003,70.019997,58.167164,1117500
2009-05-26,68.889999,71.980003,68.889999,71.709999,59.571072,681000
2009-05-27,71.529999,73.760002,70.339996,71.930000,59.753845,589400
2009-05-28,72.269997,74.199997,71.720001,73.980003,61.456821,846700
2009-05-29,73.419998,74.639999,72.300003,74.400002,61.805737,1258500
2009-06-01,73.720001,76.779999,73.720001,76.489998,63.541931,891600
2009-06-02,74.529999,77.949997,74.320000,77.709999,64.555412,1039400
2009-06-03,76.989998,77.610001,74.720001,75.559998,62.769344,924400
2009-06-04,76.570000,76.830002,74.760002,75.910004,63.060108,753800
2009-06-05,76.940002,77.449997,75.339996,75.910004,63.060108,822800
2009-06-08,71.730003,72.480003,70.730003,71.760002,59.612617,2021700
2009-06-09,71.650002,73.260002,70.190002,72.500000,60.227337,3434400
2009-06-10,71.910004,73.559998,70.860001,72.110001,59.903370,1194700
2009-06-11,72.639999,73.570000,71.930000,73.089996,60.717472,643900
2009-06-12,71.919998,72.849998,70.190002,71.599998,59.479691,917300
2009-06-15,70.540001,71.269997,69.540001,69.919998,58.084080,755300
2009-06-16,70.269997,70.470001,68.000000,68.790001,57.145363,654400
2009-06-17,68.449997,70.099998,66.820000,69.190002,57.477673,859500
2009-06-18,69.540001,70.889999,68.809998,70.449997,58.524368,662500
2009-06-19,71.459999,72.349998,71.080002,72.099998,59.895058,750100
2009-06-22,71.720001,72.660004,68.790001,69.080002,57.386284,953600
2009-06-23,69.239998,69.620003,67.599998,68.099998,56.572163,1072500
2009-06-24,69.250000,69.900002,68.320000,68.930000,57.261665,924100
2009-06-25,69.099998,70.330002,68.610001,69.800003,57.984398,1357400
2009-06-26,69.809998,70.889999,69.129997,70.699997,58.732056,1277200
2009-06-29,70.290001,71.629997,68.750000,69.080002,57.386284,1107900
2009-06-30,69.699997,73.470001,69.489998,72.739998,60.426743,6282300
2009-07-01,73.010002,74.139999,72.709999,72.709999,60.401802,1291100
2009-07-02,71.860001,72.059998,70.949997,71.430000,59.338486,947300
2009-07-06,71.000000,71.309998,69.190002,71.019997,58.997875,779000
2009-07-07,70.599998,70.760002,68.370003,68.650002,57.029072,1136200
2009-07-08,68.599998,68.910004,63.689999,67.190002,55.816219,3484100
2009-07-09,67.320000,67.959999,65.709999,67.239998,55.857750,1538200
2009-07-10,66.959999,68.000000,66.629997,67.529999,56.098644,636200
2009-07-13,67.730003,68.790001,66.449997,68.750000,57.112156,783700
2009-07-14,68.730003,70.730003,67.980003,70.550003,58.607441,883400
2009-07-15,71.699997,73.589996,71.699997,73.279999,60.875320,1098600
2009-07-16,72.839996,74.940002,72.570000,74.320000,61.739254,611300
2009-07-17,74.629997,74.879997,73.239998,74.160004,61.606342,596600
2009-07-20,74.440002,76.790001,74.029999,76.430000,63.492088,978800
2009-07-21,76.889999,77.790001,74.930000,76.629997,63.658234,853100
2009-07-22,76.470001,78.190002,75.570000,77.589996,64.455734,1194300
2009-07-23,80.000000,80.459999,79.010002,79.290001,65.867958,2017900
2009-07-24,78.800003,79.370003,77.769997,79.269997,65.851326,864600
2009-07-27,79.029999,79.500000,77.589996,79.339996,65.909485,539100
2009-07-28,78.550003,79.779999,77.879997,78.269997,65.020630,707700
2009-07-29,78.300003,79.800003,77.830002,79.559998,66.092247,1067200
2009-07-30,80.980003,82.690002,80.660004,80.919998,67.222031,877100
2009-07-31,81.010002,82.430000,80.550003,81.730003,67.894920,581400
2009-08-03,81.010002,82.980003,81.010002,82.889999,68.858551,599100
2009-08-04,82.620003,83.290001,80.540001,81.419998,67.637375,1247300
2009-08-05,81.449997,82.639999,80.650002,82.269997,68.343506,706100
2009-08-06,81.820000,82.870003,80.669998,81.489998,67.695549,459200
2009-08-07,82.500000,83.010002,81.470001,82.550003,68.576103,461800
2009-08-10,81.650002,82.830002,80.739998,81.730003,67.894920,381900
2009-08-11,81.989998,81.989998,80.370003,80.959999,67.255257,437900
2009-08-12,81.309998,82.269997,81.309998,81.529999,67.728760,329500
2009-08-13,82.000000,82.540001,80.510002,81.769997,67.928146,322100
2009-08-14,81.800003,81.989998,79.870003,80.419998,66.806664,424100
2009-08-17,78.980003,80.199997,78.190002,78.650002,65.336288,611800
2009-08-18,79.699997,81.370003,78.919998,80.870003,67.180504,656900
2009-08-19,79.830002,81.860001,79.540001,81.389999,67.612473,468700
2009-08-20,81.309998,84.449997,80.739998,84.169998,69.921875,814300
2009-08-21,84.889999,87.190002,84.610001,86.980003,72.256203,895500
2009-08-24,86.730003,88.650002,86.279999,86.730003,72.048515,702400
2009-08-25,87.639999,88.349998,86.160004,86.290001,71.682991,328400
2009-08-26,86.550003,86.550003,83.660004,84.949997,70.569839,691300
2009-08-27,85.000000,85.000000,82.730003,84.820000,70.461845,526700
2009-08-28,86.099998,86.269997,83.570000,84.720001,70.378761,271500
2009-08-31,84.040001,84.440002,82.660004,84.370003,70.088013,405300
2009-09-01,83.500000,85.720001,81.629997,82.029999,68.144135,664700
2009-09-02,81.620003,82.220001,81.250000,81.989998,68.110901,401500
2009-09-03,81.879997,83.300003,81.510002,83.139999,69.066238,334100
2009-09-04,82.989998,84.370003,82.669998,83.910004,69.705894,342400
2009-09-08,84.430000,84.720001,83.360001,84.029999,69.805580,454500
2009-09-09,83.730003,87.059998,83.459999,86.790001,72.098373,502400
2009-09-10,86.389999,87.790001,86.389999,87.519997,72.704773,389400
2009-09-11,87.449997,89.489998,86.839996,89.309998,74.191780,598800
2009-09-14,88.489998,89.059998,87.959999,88.980003,73.917641,375000
2009-09-15,90.809998,90.970001,89.599998,90.510002,75.188637,749800
2009-09-16,91.279999,94.820000,90.620003,94.430000,78.445061,926500
2009-09-17,93.750000,94.900002,93.089996,93.800003,77.921730,462700
2009-09-18,94.139999,94.449997,91.589996,91.720001,76.193840,571200
2009-09-21,91.599998,93.449997,90.830002,92.709999,77.016251,330400
2009-09-22,93.330002,93.589996,91.019997,92.379997,76.742104,458700
2009-09-23,92.400002,93.230003,91.250000,91.769997,76.235367,310100
2009-09-24,91.650002,91.830002,89.470001,90.410004,75.105591,411100
2009-09-25,89.989998,91.120003,89.029999,89.510002,74.357933,305300
2009-09-28,90.000000,92.620003,89.739998,91.269997,75.820000,271300
2009-09-29,90.919998,91.629997,90.070000,91.199997,75.761841,241300
2009-09-30,90.910004,92.540001,89.180000,92.000000,76.426430,368200
2009-10-01,91.980003,92.449997,89.029999,89.379997,74.249931,495000
2009-10-02,88.779999,89.110001,88.000000,88.209999,73.277992,407200
2009-10-05,88.309998,89.989998,87.379997,89.800003,74.598839,276900
2009-10-06,90.290001,93.000000,89.980003,92.889999,77.165756,725100
2009-10-07,92.900002,95.180000,92.000000,95.120003,79.018272,837400
2009-10-08,95.169998,98.000000,94.750000,95.410004,79.259193,895700
2009-10-09,94.910004,96.000000,94.800003,95.629997,79.441933,396600
2009-10-12,96.839996,96.839996,94.349998,94.980003,78.901978,374700
2009-10-13,95.160004,96.370003,95.160004,96.160004,79.882233,265800
2009-10-14,96.980003,98.180000,96.910004,97.849998,81.286140,473700
2009-10-15,96.830002,97.989998,96.389999,97.839996,81.277832,563200
2009-10-16,97.309998,99.300003,97.279999,98.709999,82.000580,463000
2009-10-19,98.379997,99.500000,98.010002,98.389999,81.734726,453100
2009-10-20,99.050003,99.580002,97.620003,98.190002,81.568611,414000
2009-10-21,98.050003,100.199997,97.449997,97.750000,81.203064,853600
2009-10-22,95.699997,99.790001,93.809998,94.150002,78.212463,3671700
2009-10-23,94.000000,94.330002,91.199997,92.290001,76.667336,1333400
2009-10-26,91.940002,94.199997,91.019997,91.650002,76.135674,859900
2009-10-27,91.620003,91.989998,89.839996,90.620003,75.280045,978400
2009-10-28,89.410004,90.559998,87.320000,87.870003,72.995544,1108500
2009-10-29,88.980003,89.599998,87.620003,87.870003,72.995544,876600
2009-10-30,87.709999,88.150002,85.320000,85.320000,70.877213,1061300
2009-11-02,85.389999,86.989998,84.589996,86.629997,71.965446,1162300
2009-11-03,86.220001,89.000000,85.519997,88.900002,73.851189,760400
2009-11-04,90.250000,92.129997,89.930000,90.209999,74.939430,855800
2009-11-05,91.250000,92.500000,89.750000,92.019997,76.443031,627700
2009-11-06,90.889999,94.690002,89.519997,94.290001,78.328789,962800
2009-11-09,95.480003,96.300003,94.419998,95.750000,79.541626,843200
2009-11-10,95.000000,96.900002,94.540001,95.529999,79.358871,642400
2009-11-11,95.879997,97.339996,95.150002,95.699997,79.500107,478200
2009-11-12,96.059998,96.800003,94.099998,94.379997,78.403549,430400
2009-11-13,94.550003,95.300003,93.820000,95.099998,79.001656,294200
2009-11-16,95.589996,97.650002,95.449997,97.180000,80.729561,420900
2009-11-17,95.910004,97.480003,95.239998,96.589996,80.239433,332900
2009-11-18,96.250000,96.529999,95.500000,96.400002,80.081612,469400
2009-11-19,96.110001,96.199997,93.830002,95.339996,79.201035,543500
2009-11-20,94.970001,95.000000,93.900002,94.949997,78.877060,406700
2009-11-23,95.790001,97.650002,95.300003,96.660004,80.297592,484400
2009-11-24,96.180000,96.699997,95.230003,96.699997,80.330826,360000
2009-11-25,96.820000,97.739998,95.559998,97.480003,80.978798,469200
2009-11-27,94.790001,98.000000,93.480003,97.279999,80.812653,356800
2009-11-30,96.900002,97.269997,94.629997,96.190002,79.907135,495600
2009-12-01,97.879997,100.050003,96.190002,99.730003,82.847885,926500
2009-12-02,99.730003,100.870003,98.459999,98.629997,81.934113,555800
2009-12-03,99.199997,102.230003,99.000000,100.650002,83.612160,699600
2009-12-04,101.190002,103.440002,99.919998,100.849998,83.778320,733900
2009-12-07,100.099998,101.930000,99.739998,101.059998,83.952774,418400
2009-12-08,100.489998,103.500000,98.809998,102.519997,85.165604,633800
2009-12-09,102.379997,103.400002,101.500000,103.019997,85.580971,523100
2009-12-10,103.470001,103.550003,101.500000,101.680000,84.467796,387600
2009-12-11,102.419998,102.680000,101.290001,101.629997,84.426292,875700
2009-12-14,101.860001,105.660004,101.500000,105.660004,87.774101,583400
2009-12-15,105.699997,107.150002,104.180000,106.010002,88.064842,821900
2009-12-16,106.099998,108.139999,105.779999,106.370003,88.363899,584400
2009-12-17,106.449997,106.449997,104.320000,104.620003,86.910149,419100
2009-12-18,105.870003,106.680000,103.339996,106.489998,88.463593,923800
2009-12-21,107.209999,108.000000,106.559998,107.309998,89.144768,463000
2009-12-22,107.320000,107.320000,105.660004,107.059998,88.937096,251300
2009-12-23,107.070000,108.000000,106.930000,107.760002,89.518608,285100
2009-12-24,107.540001,108.400002,107.110001,108.110001,89.809364,68200
2009-12-28,108.400002,109.209999,107.529999,107.959999,89.684753,350200
2009-12-29,107.820000,108.430000,107.220001,108.000000,89.717987,195500
2009-12-30,107.309998,108.449997,106.599998,106.839996,88.754356,344700
2009-12-31,106.739998,107.379997,106.150002,106.150002,88.181145,374200
2010-01-04,106.519997,109.620003,106.510002,109.559998,91.013924,576300
2010-01-05,109.589996,109.589996,108.379997,108.540001,90.166580,681900
2010-01-06,108.949997,110.570000,108.220001,109.529999,90.988968,1397500
2010-01-07,109.250000,110.349998,106.639999,107.290001,89.128174,797200
2010-01-08,106.800003,107.279999,105.900002,106.769997,88.696190,432400
2010-01-11,106.970001,108.150002,106.699997,107.650002,89.427216,568400
2010-01-12,106.599998,107.650002,102.959999,103.290001,85.805283,948100
2010-01-13,102.250000,104.360001,102.250000,103.080002,85.630829,704100
2010-01-14,103.320000,104.769997,103.320000,104.120003,86.494789,954700
2010-01-15,104.379997,104.480003,101.550003,102.110001,84.825012,814600
2010-01-19,102.690002,104.160004,101.599998,103.930000,86.336960,616400
2010-01-20,102.849998,104.029999,101.970001,103.449997,85.938194,411500
2010-01-21,103.190002,106.260002,103.120003,103.370003,85.871742,788700
2010-01-22,103.199997,104.260002,98.669998,99.019997,82.258095,1259200
2010-01-25,99.760002,101.099998,99.099998,100.089996,83.146957,550500
2010-01-26,99.400002,100.190002,98.769997,99.459999,82.623619,657900
2010-01-27,98.900002,99.580002,97.820000,99.250000,82.449165,713500
2010-01-28,99.169998,99.169998,95.860001,97.760002,81.211388,380100
2010-01-29,98.120003,99.709999,96.000000,96.230003,79.940392,715000
2010-02-01,96.690002,97.820000,95.300003,95.849998,79.624710,1243200
2010-02-02,95.910004,97.239998,94.680000,96.580002,80.231125,1431100
2010-02-03,96.519997,97.290001,95.279999,96.000000,79.749306,737000
2010-02-04,95.330002,95.750000,92.550003,92.720001,77.024544,997600
2010-02-05,92.879997,93.120003,90.489998,92.989998,77.248840,877000
2010-02-08,92.989998,93.379997,91.760002,91.760002,76.227051,633300
2010-02-09,92.970001,93.599998,91.580002,93.010002,77.265457,994900
2010-02-10,92.730003,94.309998,92.400002,93.010002,77.265457,1237200
2010-02-11,93.230003,95.730003,91.169998,95.230003,79.109665,2107900
2010-02-12,94.510002,95.919998,93.199997,95.889999,79.657921,934600
2010-02-16,95.980003,96.110001,94.680000,95.760002,79.549942,753400
2010-02-17,95.830002,96.250000,94.860001,96.180000,79.898842,502500
2010-02-18,95.419998,96.529999,94.320000,95.029999,78.943504,560000
2010-02-19,94.580002,95.459999,94.500000,95.010002,78.926903,492000
2010-02-22,94.839996,94.980003,93.720001,94.510002,78.511520,535400
2010-02-23,94.099998,94.809998,93.129997,93.230003,77.448212,827100
2010-02-24,93.720001,94.900002,93.339996,94.830002,78.777374,554400
2010-02-25,93.820000,94.389999,92.699997,94.330002,78.362007,862400
2010-02-26,94.559998,94.559998,93.589996,94.470001,78.478310,642000
2010-03-01,94.989998,97.910004,94.480003,97.800003,81.244621,835300
2010-03-02,97.860001,99.070000,97.449997,98.209999,81.585213,609800
2010-03-03,98.180000,98.769997,96.980003,97.129997,80.688034,612300
2010-03-04,97.080002,99.000000,96.970001,98.750000,82.033806,505000
2010-03-05,98.980003,103.190002,98.370003,102.739998,85.348381,1460100
2010-03-08,103.080002,104.230003,102.400002,102.620003,85.248695,841800
2010-03-09,102.559998,102.809998,101.500000,102.300003,84.982880,519400
2010-03-10,102.029999,103.510002,101.389999,103.059998,85.614189,785900
