Date,Open,High,Low,Close,Adj Close,Volume
2015-10-08,80.809998,81.500000,79.779999,81.410004,80.844147,2390100
2015-10-09,81.300003,81.360001,80.529999,81.129997,80.566078,1499900
2015-10-12,81.059998,81.690002,80.790001,81.459999,80.893776,1036400
2015-10-13,81.279999,81.629997,80.470001,80.589996,80.029831,1050900
2015-10-14,80.500000,80.699997,78.879997,79.029999,78.480675,2186300
2015-10-15,79.309998,79.510002,78.709999,79.470001,78.917625,1851500
2015-10-16,79.629997,79.629997,78.709999,79.529999,78.977196,1249800
2015-10-19,79.220001,80.000000,78.830002,79.610001,79.056641,982500
2015-10-20,79.419998,79.849998,78.900002,79.830002,79.275116,878800
2015-10-21,80.290001,80.290001,79.010002,79.199997,78.649490,1080300
2015-10-22,79.360001,80.040001,79.169998,79.949997,79.394279,1525300
2015-10-23,78.510002,81.180000,78.510002,81.150002,80.585945,1735900
2015-10-26,81.330002,81.800003,80.889999,81.500000,80.933510,1085200
2015-10-27,80.730003,80.889999,79.930000,80.330002,79.771645,1276700
2015-10-28,77.000000,78.000000,71.660004,72.660004,72.154961,7415300
2015-10-29,72.519997,72.790001,69.760002,70.260002,69.771637,3995500
2015-10-30,69.930000,71.779999,69.690002,71.610001,71.112251,2418800
2015-11-02,71.510002,71.760002,69.790001,70.309998,69.821289,2573800
2015-11-03,70.230003,70.480003,69.260002,69.879997,69.394279,1491800
2015-11-04,69.870003,70.029999,68.589996,69.430000,68.947403,1660200
2015-11-05,69.480003,69.540001,68.580002,69.029999,68.550179,1556700
2015-11-06,68.150002,70.129997,68.150002,70.120003,69.632607,1325600
2015-11-09,69.730003,70.449997,69.309998,70.120003,69.632607,1468900
2015-11-10,70.879997,71.519997,70.470001,71.029999,70.536270,2038800
2015-11-11,71.129997,71.410004,70.739998,70.860001,70.367470,887500
2015-11-12,70.650002,72.220001,70.239998,71.930000,71.430023,1577100
2015-11-13,71.830002,72.500000,71.269997,71.660004,71.161911,1908500
2015-11-16,71.949997,72.760002,71.410004,72.720001,72.214531,1563600
2015-11-17,73.059998,73.059998,71.360001,71.580002,71.082458,1615500
2015-11-18,71.800003,73.440002,71.769997,73.330002,72.820305,970300
2015-11-19,73.220001,73.559998,73.029999,73.269997,72.760704,894400
2015-11-20,73.879997,73.980003,73.290001,73.779999,73.267174,657400
